root,numpy
0.08382701873779297,0.06962180137634277
0.08033180236816406,0.09761714935302734
0.0684506893157959,0.08285260200500488
0.10119414329528809,0.054799795150756836
0.08795022964477539,0.05484175682067871
0.05505013465881348,0.029774904251098633
0.02404952049255371,0.07529568672180176
0.05462980270385742,0.06205010414123535
0.04772782325744629,0.0480799674987793
0.026375770568847656,0.039720773696899414
0.07910275459289551,0.07797646522521973
0.048433542251586914,0.0692899227142334
0.04163336753845215,0.05812501907348633
0.0719609260559082,0.03726625442504883
0.09019780158996582,0.033011674880981445
0.09958195686340332,0.01990652084350586
0.04924416542053223,0.03931140899658203
0.028430461883544922,0.05453014373779297
0.04629635810852051,0.030395030975341797
0.022053956985473633,0.03278183937072754
0.07623410224914551,0.028528451919555664
0.05393624305725098,0.03684878349304199
0.1023097038269043,0.04348611831665039
0.08850216865539551,0.018224477767944336
0.09037232398986816,0.043982744216918945
0.05666995048522949,0.01729750633239746
0.06510686874389648,0.0489349365234375
0.05161023139953613,0.014269113540649414
0.11636734008789062,0.05739736557006836
0.09547924995422363,0.05991983413696289
0.06853127479553223,0.040242671966552734
0.0522761344909668,0.02377152442932129
0.059366464614868164,0.063873291015625
0.05699610710144043,0.018702268600463867
0.09040188789367676,0.06219840049743652
0.08474206924438477,0.07049179077148438
0.08042192459106445,0.01956796646118164
0.10212159156799316,0.09226608276367188
0.05549263954162598,0.07377505302429199
0.05383563041687012,0.05005049705505371
0.07799911499023438,0.04849052429199219
0.07762265205383301,0.0171658992767334
0.0933692455291748,0.047492027282714844
0.08725428581237793,0.020104408264160156
0.11927914619445801,0.04379701614379883
0.06398844718933105,0.05959939956665039
0.05531954765319824,0.09759521484375
0.0518343448638916,0.09906625747680664
0.04926753044128418,0.10676860809326172
0.05487942695617676,0.06860899925231934
0.05754852294921875,0.0694730281829834
0.07971525192260742,0.06644821166992188
0.0813133716583252,0.04756975173950195
0.0669410228729248,0.03906607627868652
0.07899951934814453,0.0557246208190918
0.053510427474975586,0.06258583068847656
0.07770705223083496,0.06332015991210938
0.03454995155334473,0.050771236419677734
0.03941488265991211,0.08701658248901367
